"MDDv1.0 Name","MDDv1.1 Name","Comment","Category","Reference"
"Dromiciops_mondaca","Dromiciops_gliroides","lumped into Dromiciops gliroides","lump","D'Elía, G., Hurtado, N., & D'Anatro, A. (2016). Alpha taxonomy of Dromiciops (Microbiotheriidae) with the description of 2 new species of monito del monte. Journal of Mammalogy, 97(4), 1136-1152.|Valladares-Gómez, A., Celis-Diez, J. L., Palma, R. E., & Manríquez, G. S. (2017). Cranial morphological variation of Dromiciops gliroides (Microbiotheria) along its geographical distribution in south-central Chile: a three-dimensional analysis. Mammalian Biology, 87(1), 107-117.|Martin, G. M. (2018). Variability and variation in Dromiciops Thomas, 1894 (Marsupialia, Microbiotheria, Microbiotheriidae). Journal of Mammalogy, 99(1), 159-173.|Suárez-Villota, E. Y., Quercia, C. A., Nuñez, J. J., Gallardo, M. H., Himes, C. M., & Kenagy, G. J. (2018). Monotypic status of the South American relictual marsupial Dromiciops gliroides (Microbiotheria). Journal of Mammalogy, 99(4), 803-812.|Quintero-Galvis, J. F., Saenz-Agudelo, P., Amico, G. C., Vazquez, S., Shafer, A. B., & Nespolo, R. F. (2022). Genomic diversity and demographic history of the Dromiciops genus (Marsupialia: Microbiotheriidae). Molecular Phylogenetics and Evolution, 168, 107405."
"Hippopotamus_madagascariensis","Hippopotamus_lemerlei","lumped into Hippopotamus lemerlei","lump","Fovet, W., Faure, M., & Guérin, C. (2011). Hippopotamus guldbergi n. sp.: révision du statut d'Hippopotamus madagascariensis Guldberg, 1883, après plus d'un siècle de malentendus et de confusions taxonomiques. Zoosystema, 33(1), 61-82.|Rakotovao, M., Lignereux, Y., Orliac, M. J., Duranthon, F., & Antoine, P. O. (2014). Hippopotamus lemerlei Grandidier, 1868 et Hippopotamus madagascariensis Guldberg, 1883 (Mammalia, Hippopotamidae): anatomie crânio-dentaire et révision systématique. Geodiversitas, 36(1), 117-161."
"Jaculus_thaleri","Jaculus_blanfordi","lumped into Jaculus blanfordi","lump","Darvish, J., & Hosseinie, F. (2005). New species of three-toed jerboa Jaculus thaleri sp. nov.(Dipodidae, Rodentia) from the deserts of Khorasan province, Iran. Iranian Journal of Animal Biosystematics, 1(1), 29-34.|Wilson, D. E., Mittermeier, R. A. and Lacher, T. E. (2017) Handbook of the Mammals of the World. Volume 7: Rodents II. Lynx Edicions"
"Lemmus_portenkoi","Lemmus_sibiricus","lumped into Lemmus sibiricus","lump","Abramson, N. I., & Petrova, T. V. (2018). Genetic analysis of type material of the Amur lemming resolves nomenclature issues and creates challenges for the taxonomy of true lemmings (Lemmus, Rodentia: Cricetidae) in the eastern Palearctic. Zoological Journal of the Linnean Society, 182(2), 465-477."
"Marmosops_cracens","Marmosops_fuscatus","lumped into Marmosops fuscatuss","lump","Díaz-Nieto, J. F., & Voss, R. S. (2016). A revision of the didelphid marsupial genus Marmosops, Part 1. Species of the subgenus Sciophanes. Bulletin of the American Museum of Natural History, 1-70."
"Mico_manicorensis","Mico_marcai","lumped into Mico marcai","lump","Rylands, A. B., & Mittermeier, R. A. (2009). The diversity of the New World primates (Platyrrhini): an annotated taxonomy. In South American Primates (pp. 23-54). Springer, New York, NY.|Garbino, G. S. T. (2014). The taxonomic status of Mico marcai (Alperin 1993) and Mico manicorensis (van Roosmalen et al. 2000)(Cebidae, Callitrichinae) from southwestern Brazilian Amazonia. International Journal of Primatology, 35(2), 529-546."
"Micromys_erythrotis","Micromys_minutus","lumped into Micromys minutus","lump","Abramov, A. V., Meschersky, I. G., & Rozhnov, V. V. (2009). On the taxonomic status of the harvest mouse Micromys minutus (Rodentia: Muridae) from Vietnam. Zootaxa, 2199(1), 58-68."
"Microtus_nasarovi","Microtus_daghestanicus","lumped into Microtus daghestanicus","lump","Gerrie, R. & Kennerley, R. 2016. Microtus nasarovi (errata version published in 2017). The IUCN Red List of Threatened Species 2016: e.T13448A115113768. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T13448A22346643.en. Downloaded on 26 September 2021."
"Microtus_qazvinensis","Microtus_dogramacii","lumped into Microtus dogramacii","lump","Mahmoudi, A., Darvish, J., & Aliabadian, M. (2015). Taxonomic identity of Microtus qazvinensis Golenishchev et al. 2003 (Rodentia, Arvicolinae) from the northwest of Iran. Mammal Research, 60(1), 71-79.|Thanou, E., Paragamian, K., & Lymberakis, P. (2020). Social but lonely: Species delimitation of social voles and the evolutionary history of the only Microtus species living in Africa. Journal of Zoological Systematics and Evolutionary Research, 58(1), 475-498.|Yi̇ği̇t N., Çolak E., Sözen M. 2016. A new species of voles, Microtus elbeyli sp. nov., from Turkey with taxonomicoverview of social voles distributed in southeastern Anatolia. Turk J Zool. 40:73–79.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
"Microtus_schidlovskii","Microtus_irani","lumped into Microtus irani","lump","Zorenko, T., Koren, T., & Kryštufek, B. (2014). Cytochrome b yields new insight into taxonomic scope of Microtus schidlovskii (Rodentia, Arvicolinae, Microtus). Russian Journal of Theriology, 13(1), 47-52."
"Neomys_milleri","Neomys_anomalus","lumped into Neomys anomalus","lump","Igea, J., Aymerich, P., Bannikova, A. A., Gosálbez, J., & Castresana, J. (2015). Multilocus species trees and species delimitation in a temporal context: application to the water shrews of the genus Neomys. BMC evolutionary biology, 15(1), 209."
"Ovis_orientalis","Ovis_aries","lumped into Ovis aries","lump","Gentry, A., Clutton-Brock, J., & Groves, C. P. (2004). The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science, 31(5), 645-651."
"Philander_mondolfii","Philander_canus","lumped into Philander canus","lump","Lew, D., Pérez-Hernández, R., & Ventura, J. (2006). Two new species of Philander (Didelphimorphia, Didelphidae) from northern South America. Journal of Mammalogy, 87(2), 224-237.|Flores, D., Barquez, R. and Díaz, M. 2008. A new species of Philander Brisson, 1762 (Didelphimorphia, Didelphidae). Mammalian Biology 73: 14-24.|Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
"Philander_olrogi","Philander_canus","lumped into Philander canus","lump","Lew, D., Pérez-Hernández, R., & Ventura, J. (2006). Two new species of Philander (Didelphimorphia, Didelphidae) from northern South America. Journal of Mammalogy, 87(2), 224-237.|Flores, D., Barquez, R. and Díaz, M. 2008. A new species of Philander Brisson, 1762 (Didelphimorphia, Didelphidae). Mammalian Biology 73: 14-24.|Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
"Pseudois_schaeferi","Pseudois_nayaur","lumped into Pseudois nayaur","lump","Tan, S., Zou, D., Tang, L., Wang, G., Peng, Q., Zeng, B., ... & Zou, F. (2012). Molecular evidence for the subspecific differentiation of blue sheep (Pseudois nayaur) and polyphyletic origin of dwarf blue sheep (Pseudois schaeferi). Genetica, 140(4-6), 159-167."
"Scarturus_toussi","Scarturus_elator","lumped into Scarturus elater","lump","Darvish, J., Hajjar, T., Moghadam, M. M., Hadad, F., & Akbari, R. S. (2008). New species of five-toed jerboa (Rodentia: Dipodidae, Allactaginae) from north-east Iran.|Lebedev, V.S., Bannikova, A.A., Pagès, M., Pisano, J., Michaux, J.R. & Shenbrot, G.I. (2012). Molecular phylogeny and systematics of Dipodoidea: a test of morphology‐based hypotheses. —Zoologica Scripta, 42, 231–249.|Wilson, D. E., Mittermeier, R. A. and Lacher, T. E. (2017) Handbook of the Mammals of the World. Volume 7: Rodents II. Lynx Edicions|"
"Sylvilagus_andinus","Sylvilagus_brasiliensis","lumped into Sylvilagus brasiliensis","lump","Diersing, V. E., & Wilson, D. E. (2017). Systematic status of the rabbits Sylvilagus brasiliensis and S. sanctaemartae from northwestern South America with comparisons to Central American populations. Journal of Mammalogy, 98(6), 1641-1656."
"Sylvilagus_sanctaemartae","Sylvilagus_brasiliensis","lumped into Sylvilagus brasiliensis","lump","Diersing, V. E., & Wilson, D. E. (2017). Systematic status of the rabbits Sylvilagus brasiliensis and S. sanctaemartae from northwestern South America with comparisons to Central American populations. Journal of Mammalogy, 98(6), 1641-1656."
"Tupaia_moellendorffi","Tupaia_palawanensis","lumped into Tupaia palawanensis","lump","Sargis, E.J., Woodman, N., Reese, A.T., Olson, L.E. 2013. Using hand proportions to test taxonomic boundaries within the Tupaia glis species complex (Scandentia, Tupaiidae). Journal of Mammalogy 94(1): 183-201."
"Arvicola_scherman","Arvicola_monticola","name changed from scherman to monticola","name change","Gippoliti, S. (2012). The name of the Italian water vole Arvicola cf. amphibius (Linnaeus, 1758). Hystrix, the Italian Journal of Mammalogy, 23(2), 88-90.|Kryštufek, B., Koren, T., Engelberger, S., Horváth, G. F., Purger, J. J., Arslan, A., ... & Murariu, D. (2015). Fossorial morphotype does not make a species in water voles. Mammalia, 79(3), 293-303."
"Philander_frenatus","Philander_quica","name changed from frenatus (now a synonym of P. opossum) to quica","name change","Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
"Gerbillus_burtoni",NA,"name removed (erroneously, re-added in later versions)","removed",NA
"Cryptotis_colombiana","Cryptotis_colombianus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_magna","Cryptotis_magnus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_medellinia","Cryptotis_medellinius","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_mera","Cryptotis_merus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_mexicana","Cryptotis_mexicanus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_montivaga","Cryptotis_montivagus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_obscura","Cryptotis_obscurus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_orophila","Cryptotis_orophilus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_parva","Cryptotis_parvus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Cryptotis_peregrina","Cryptotis_peregrinus","spelling changed to match generic gender","spelling change","International Commission on Zoological Nomenclature (ICZN). 2006. Opinion 2164 (Case 3328). Didelphis Linnaeus, 1758 (Mammalia, Didelphidae): Gender Corrected to Feminine, and Cryptotis Pomel, 1848 (Mammalia, Soricidae): Gender Fixed as Masculine. Bulletin of Zoological Nomenclature, 63, 282–283."
"Felis_lybicus","Felis_lybica","spelling changed to match generic gender","spelling change",NA
"Gerbilliscus_afra","Gerbilliscus_afer","spelling changed to match generic gender","spelling change",NA
"Gerbilliscus_kempi","Gerbilliscus_kempii","spelling changed to match original description","spelling change",NA
"Heterocephalus_glader","Heterocephalus_glaber","spelling changed to match original description","spelling change",NA
"Lenothrix_canus","Lenothrix_cana","spelling changed to match generic gender","spelling change",NA
"Marmota_flaviventris","Marmota_flaviventer","spelling changed to match original description","spelling change",NA
"Microtus_gerbei","Microtus_gerbii","spelling changed to match original description","spelling change",NA
"Myotis_planicpes","Myotis_planiceps","spelling changed to match original description","spelling change",NA
"Nanger_notatus","Nanger_notata","spelling changed to match generic gender","spelling change",NA
"Nanger_petersii","Nanger_petersi","spelling changed to match original description","spelling change",NA
"Perognathus_alticolus","Perognathus_alticola","spelling changed to match generic gender","spelling change",NA
"Rattus_lutreolus","Rattus_lutreola","spelling changed to match generic gender","spelling change",NA
"Stenocephalemys_albocaudata","Stenocephalemys_albocaudatus","spelling changed to match generic gender","spelling change",NA
"Tonkinomys_daoventieni","Tonkinomys_daovantieni","spelling changed to match original description","spelling change",NA
"Vandeleuria_nilagirica","Vandeleuria_nilagiricus","spelling changed to match generic gender","spelling change",NA
"Vandeleuria_oleracea","Vandeleuria_oleraceus","spelling changed to match generic gender","spelling change",NA
"Cebuella_pygmaea","Cebuella_niveiventris","split from Cebuella pygmaea","split","Rylands, A. B., & Mittermeier, R. A. (2009). The diversity of the New World primates (Platyrrhini): an annotated taxonomy. In South American Primates (pp. 23-54). Springer, New York, NY.|Boubli, J. P., da Silva, M. N., Rylands, A. B., Nash, S. D., Bertuol, F., Nunes, M., ... & Sampaio, I. (2018). How many Pygmy Marmoset (Cebuella Gray, 1870) species are there? A taxonomic re-appraisal based on new molecular evidence. Molecular phylogenetics and evolution, 120, 170-182.|Porter, L. M., de la Torre, S., Pérez‐Peña, P., & Cortés‐Ortiz, L. Taxonomic diversity of Cebuella in the western Amazon: Molecular, morphological and pelage diversity of museum and free‐ranging specimens. American Journal of Physical Anthropology."
"Cervus_elaphus","Cervus_maral","split from Cervus elaphus","split","Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
"Chionomys_gud","Chionomys_lasistanius","split from Chionomys gud","split","Bannikova, A. A., Sighazeva, A. M., Malikov, V. G., Golenishchev, F. N., & Dzuev, R. I. (2013). Genetic diversity of Chionomys genus (Mammalia, Arvicolinae) and comparative phylogeography of snow voles. Russian journal of genetics, 49(5), 561-575.|Wilson D.E., Lacher T.E., Mittermeier R.A. 2017. Handbook of the mammals of the world. Vol. 7. Rodents II. Lynx Edicions, Barcelona."
"Choeropsis_liberiensis","Choeropsis_heslopi","split from Choeropsis liberiensis","split","Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
"Cryptotis_parva","Cryptotis_berlandieri","split from Cryptotis parva","split","Woodman, N. (2018). American Recent Eulipotyphla: Nesophontids, solenodons, moles, and shrews in the New World. Smithsonian Contributions to Zoology, 650, 1-107."
"Cryptotis_parva","Cryptotis_pueblensis","split from Cryptotis parva","split","Woodman, N. (2018). American Recent Eulipotyphla: Nesophontids, solenodons, moles, and shrews in the New World. Smithsonian Contributions to Zoology, 650, 1-107."
"Cryptotis_parva","Cryptotis_soricinus","split from Cryptotis parva","split","Woodman, N. (2018). American Recent Eulipotyphla: Nesophontids, solenodons, moles, and shrews in the New World. Smithsonian Contributions to Zoology, 650, 1-107."
"Cyclopes_didactylus","Cyclopes_catellus","split from Cyclopes didactylus","split","Miranda, F. R., Casali, D. M., Perini, F. A., Machado, F. A., & Santos, F. R. (2017). Taxonomic review of the genus Cyclopes Gray, 1821 (Xenarthra: Pilosa), with the revalidation and description of new species. Zoological Journal of the Linnean Society, zlx079."
"Cyclopes_didactylus","Cyclopes_dorsalis","split from Cyclopes didactylus","split","Miranda, F. R., Casali, D. M., Perini, F. A., Machado, F. A., & Santos, F. R. (2017). Taxonomic review of the genus Cyclopes Gray, 1821 (Xenarthra: Pilosa), with the revalidation and description of new species. Zoological Journal of the Linnean Society, zlx079."
"Cyclopes_didactylus","Cyclopes_ida","split from Cyclopes didactylus","split","Miranda, F. R., Casali, D. M., Perini, F. A., Machado, F. A., & Santos, F. R. (2017). Taxonomic review of the genus Cyclopes Gray, 1821 (Xenarthra: Pilosa), with the revalidation and description of new species. Zoological Journal of the Linnean Society, zlx079."
"Episoriculus_sacratus","Episoriculus_soluensis","split from Episoriculus sacratus","split","Motokawa, M., Harada, M., Mekada, K., & Shrestha, K. C. (2008). Karyotypes of three shrew species (Soriculus nigrescens, Episoriculus caudatus and Episoriculus sacratus) from Nepal. Integrative zoology, 3(3), 180-185.|Abramov, A. V., Bannikova, A. A., Chernetskaya, D. M., Lebedev, V. S., & Rozhnov, V. V. (2017). The first record of Episoriculus umbrinus from Vietnam, with notes on the taxonomic composition of Episoriculus (Mammalia, Soricidae). Russian Journal of Theriology, 16, 117-128."
"Equus_zebra","Equus_hartmannae","split from Equus zebra","split","Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
"Erythrocebus_patas","Erythrocebus_poliocephalus","split from Erythrocebus patas","split","Gippoliti, S. (2017). On the taxonomy of Erythrocebus with a re-evaluation of Erythrocebus poliophaeus (Reichenbach, 1862) from the Blue Nile Region of Sudan and Ethiopia. Primate Conservation, 31, 53-59."
"Funambulus_sublineatus","Funambulus_obscurus","split from Funambulus sublineatus","split","Dissanayake, R., & Oshida, T. (2012). The systematics of the dusky striped squirrel, Funambulus sublineatus (Waterhouse, 1838)(Rodentia: Sciuridae) and its relationships to Layard's squirrel, Funambulus layardi Blyth, 1849. Journal of natural history, 46(1-2), 91-116."
"Gerbillus_nanus","Gerbillus_garamantis","split from Gerbillus nanus","split","Granjon, L. 2013. GENUS Gerbillus Gerbils. In: M. Happold and D.C.D. Happold (eds), The Mammals of Africa, Volume III: Rodents, Hares and Rabbits, pp. 293-297. Bloomsbury, New York.|Wilson D.E., Lacher T.E., Mittermeier R.A. 2017. Handbook of the mammals of the world. Vol. 7. Rodents II. Lynx Edicions, Barcelona."
"Microcavia_maenas","Microcavia_maenas","split from Microcavia maenas","split","Teta, P., Ojeda, R. A., Lucero, S. O., & D'Elía, G. (2017). Geographic Variation in Cranial Morphology of the Southern Mountain Cavy, Microcavia australis (Rodentia, Caviidae): Taxonomic Implications, with the Description of a New Species. Zoological Studies, 56, e29."
"Microtus_transcaspicus","Microtus_kermanensis","split from Microtus transcaspicus","split","Golenishchev, F.N., Malikov, V.G., Bulatova, N.Sh., Vazari, A.Sh. and Nazari, F. 2000. Some new data on morphology and karyology of Microtus kermanensis (Rodentia, Arvcolinae) and supposed phylogeographic history of the ""Aravaloid"" voles. In: Agadjanian, A.K., and Orlov, V.N. (eds), Systematics and Phylogeny of the Rodents and Lagomorphs, pp. 34-36. Russian Academy of Sciences, Moscow.|Golenishchev, F., Malikov, V., Petrova, T., Bodrov, S., & Abramson, N. (2019). Toward assembling a taxonomic puzzle: Case study of Iranian gray voles of the subgenus Microtus (Rodentia, Cricetidae). Mammalian Biology, 94(1), 98-105."
"Microtus_agrestis","Microtus_lavernedii","split from Microtus agrestis","split","Paupério, J., Herman, J. S., Melo‐Ferreira, J., Jaarola, M., Alves, P. C., & Searle, J. B. (2012). Cryptic speciation in the field vole: a multilocus approach confirms three highly divergent lineages in E urasia. Molecular Ecology, 21(24), 6015-6032."
"Microtus_mexicanus","Microtus_mogollonensis","split from Microtus mexicanus","split","Crawford, D. L., Dragoo, J. W., Smith, F. A., & Chavez, A. N. (2011). Diversification within the Mexican vole (Microtus mexicanus) and the role of post-Pleistocene climate change. Western North American Naturalist, 71(2), 176-194."
"Microtus_agrestis","Microtus_rozianus","split from Microtus agrestis","split","Paupério, J., Herman, J. S., Melo‐Ferreira, J., Jaarola, M., Alves, P. C., & Searle, J. B. (2012). Cryptic speciation in the field vole: a multilocus approach confirms three highly divergent lineages in E urasia. Molecular Ecology, 21(24), 6015-6032."
"Neotamias_durangae","Neotamias_solivagus","split from Neotamias durangae","split","Ramírez-Pulido, J., González-Ruiz, N., Gardner, A. L., & Arroyo-Cabrales, J. (2014). List of recent land mammals of Mexico, 2014.|Patterson, B. D., & Norris, R. W. (2016). Towards a uniform nomenclature for ground squirrels: the status of the Holarctic chipmunks. Mammalia, 80(3), 241-251."
"Oecomys_roberti","Oecomys_tapajinus","split from Oecomys roberti","split","Rocha, R. G., Duda, R., Flores, T., Rossi, R., Sampaio, I., Mendes-Oliveira, A. C., ... & Costa, L. P. (2017). Cryptic diversity in the Oecomys roberti complex: revalidation of Oecomys tapajinus (Rodentia, Cricetidae). Journal of Mammalogy."
"Oligoryzomys_flavescens","Oligoryzomys_occidentalis","split from Oligoryzomys flavescens","split","Hurtado, N., & D'Elía, G. (2019). An assessment of species limits of the South American mouse genus Oligoryzomys (Rodentia, Cricetidae) using unilocus delimitation methods. Zoologica Scripta, 48(5), 557-570."
"Philander_opossum","Philander_canus","split from Philander opossum","split","Lew, D., Pérez-Hernández, R., & Ventura, J. (2006). Two new species of Philander (Didelphimorphia, Didelphidae) from northern South America. Journal of Mammalogy, 87(2), 224-237.|Flores, D., Barquez, R. and Díaz, M. 2008. A new species of Philander Brisson, 1762 (Didelphimorphia, Didelphidae). Mammalian Biology 73: 14-24.|Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
"Philander_opossum","Philander_melanurus","split from Philander opossum","split","Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
"Philander_opossum","Philander_pallidus","split from Philander opossum","split","Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
"Rhabdomys_dilectus","Rhabdomys_chakae","split from Rhabdomys dilectus","split","du Toit, N., van Vuuren, B. J., Matthee, S., & Matthee, C. A. (2012). Biome specificity of distinct genetic lineages within the four-striped mouse Rhabdomys pumilio (Rodentia: Muridae) from southern Africa with implications for taxonomy. Molecular phylogenetics and evolution, 65(1), 75-86.|Castiglia, R., Solano, E., Makundi, R. H., Hulselmans, J., Verheyen, E., & Colangelo, P. (2012). Rapid chromosomal evolution in the mesic four-striped grass rat Rhabdomys dilectus (Rodentia, Muridae) revealed by mtDNA phylogeographic analysis. Journal of Zoological Systematics and Evolutionary Research, 50(2), 165-172."
"Allactaga_major","Scarturus_aulacotis","split from Allactaga major","split","Wilson, D. E., Mittermeier, R. A. and Lacher, T. E. (2017) Handbook of the Mammals of the World. Volume 7: Rodents II. Lynx Edicions.|Bannikova, A., Lebedev, V., Dubrovskaya, A., Solovyeva, E., Moskalenko, V., Kryštufek, B., ... & Shenbrot, G. (2019). Genetic evidence for several cryptic species within the Scarturus elater species complex (Rodentia: Dipodoidea): when cryptic species are really cryptic. Biological Journal of the Linnean Society, 126(1), 16-39.|Lebedev, V. S., Shenbrot, G. I., Krystufek, B., Mahmoudi, A., Melnikova, M. N., Solovyeva, E. N., ... & Bannikova, A. A. (2022). Phylogenetic relations and range history of jerboas of the Allactaginae subfamily (Dipodidae, Rodentia). Scientific reports, 12(1), 1-15."
"Sylvilagus_brasiliensis","Sylvilagus_apollinaris","split from Sylvilagus brasiliensis","split","Diersing, V. E., & Wilson, D. E. (2017). Systematic status of the rabbits Sylvilagus brasiliensis and S. sanctaemartae from northwestern South America with comparisons to Central American populations. Journal of Mammalogy, 98(6), 1641-1656."
"Sylvilagus_brasiliensis","Sylvilagus_fulvescens","split from Sylvilagus brasiliensis","split","Diersing, V. E., & Wilson, D. E. (2017). Systematic status of the rabbits Sylvilagus brasiliensis and S. sanctaemartae from northwestern South America with comparisons to Central American populations. Journal of Mammalogy, 98(6), 1641-1656."
"Tlacuatzin_canescens","Tlacuatzin_gaumeri","split from Tlacuatzin canescens","split","Arcangeli, J., Light, J. E., & Cervantes, F. A. (2018). Molecular and morphological evidence of the diversification in the gray mouse opossum, Tlacuatzin canescens (Didelphimorphia), with description of a new species. Journal of Mammalogy."
"Tlacuatzin_canescens","Tlacuatzin_insularis","split from Tlacuatzin canescens","split","Arcangeli, J., Light, J. E., & Cervantes, F. A. (2018). Molecular and morphological evidence of the diversification in the gray mouse opossum, Tlacuatzin canescens (Didelphimorphia), with description of a new species. Journal of Mammalogy."
"Tlacuatzin_canescens","Tlacuatzin_sinaloae","split from Tlacuatzin canescens","split","Arcangeli, J., Light, J. E., & Cervantes, F. A. (2018). Molecular and morphological evidence of the diversification in the gray mouse opossum, Tlacuatzin canescens (Didelphimorphia), with description of a new species. Journal of Mammalogy."
