MDDv1.0_name,MDDv2.0_name,Comments,Category,References
Arielulus_aureocollaris,Thainycteris_aureocollaris,moved from Arielulus to Thainycteris,genus change,"Francis, C. M., Borisenko, A. V., Ivanova, N. V., Eger, J. L., Lim, B. K., Guillén-Servent, A., ... & Hebert, P. D. (2010). The role of DNA barcodes in understanding and conservation of mammal diversity in Southeast Asia. PloS one, 5(9), e12575.|Guo, W., Yu, W., Wang, X., Csorba, G., Li, F., Li, Y., & Wu, Y. (2017). First record of the collared sprite, Thainycteris aureocollaris (Chiroptera, Vespertilionidae) from China. Mammal study, 42(2), 97-103.|Görföl, T., Furey, N. M., Bates, P. J., & Csorba, G. (2018). The identity of'Falsistrellus' affinis from Myanmar and Cambodia and new records of Hypsugo dolichodon from these countries. Acta Chiropterologica, 20(2), 301-309."
Arielulus_torquatus,Thainycteris_torquata,moved from Arielulus to Thainycteris,genus change,"Francis, C. M., Borisenko, A. V., Ivanova, N. V., Eger, J. L., Lim, B. K., Guillén-Servent, A., ... & Hebert, P. D. (2010). The role of DNA barcodes in understanding and conservation of mammal diversity in Southeast Asia. PloS one, 5(9), e12575.|Guo, W., Yu, W., Wang, X., Csorba, G., Li, F., Li, Y., & Wu, Y. (2017). First record of the collared sprite, Thainycteris aureocollaris (Chiroptera, Vespertilionidae) from China. Mammal study, 42(2), 97-103.|Görföl, T., Furey, N. M., Bates, P. J., & Csorba, G. (2018). The identity of'Falsistrellus' affinis from Myanmar and Cambodia and new records of Hypsugo dolichodon from these countries. Acta Chiropterologica, 20(2), 301-309."
Blarinella_griselda,Parablarinella_griselda,moved from Blarinella to Parablarinella,genus change,"He, K., Chen, X., Chen, P., He, S. W., Cheng, F., Jiang, X. L., & Campbell, K. L. (2018). A new genus of Asiatic short-tailed shrew (Soricidae, Eulipotyphla) based on molecular and morphological comparisons. Zoological research, 39(5), 321.|Bannikova, A. A., Jenkins, P. D., Solovyeva, E. N., Pavlova, S. V., Demidova, T. B., Simanovsky, S. A., ... & Abramov, A. V. (2019). Who are you, Griselda? A replacement name for a new genus of the Asiatic short-tailed shrews (Mammalia, Eulipotyphla, Soricidae): molecular and morphological analyses with the discussion of tribal affinities. ZooKeys, 888, 133-158."
Brachylagus_idahoensis,Sylvilagus_idahoensis,moved from Brachylagus to Sylvilagus,genus change,"Cano-Sánchez, E., Rodriguez-Gomez, F., Ruedas, L. A., Oyama, K., Leon-Paniagua, L., Mastretta-Yanes, A., & Velazquez, A. (2022). Using Ultraconserved Elements to Unravel Lagomorph Phylogenetic Relationships. Journal of Mammalian Evolution, 1-17."
Bunomys_fratrorum,Frateromys_fratrorum,moved from Bunomys to Frateromys,genus change,"Handika, H., Achmadi, A. S., Esselstyn, J. A., & Rowe, K. C. (2020). Molecular and morphological systematics of the Bunomys division (Rodentia: Muridae), an endemic radiation on Sulawesi. Zoologica Scripta, 00, 1-14."
Calcochloris_tytonis,Huetia_tytonis,moved from Calcochloris to Huetia,genus change,"Wilson D.E. & Mittermeier R.A. 2018. Handbook of the mammals of the world. Vol. 8. Insectivores, Colugos, and Sloths. Lynx Edicions, Barcelona."
Canis_adustus,Lupulella_adusta,moved from Canis to Lupulella,genus change,"Viranta, S., Atickem, A., Werdelin, L., & Stenseth, N. C. (2017). Rediscovering a forgotten canid species. BMC Zoology, 2(6), 1-9."
Canis_mesomelas,Lupulella_mesomelas,moved from Canis to Lupulella,genus change,"Viranta, S., Atickem, A., Werdelin, L., & Stenseth, N. C. (2017). Rediscovering a forgotten canid species. BMC Zoology, 2(6), 1-9."
Catagonus_wagneri,Parachoerus_wagneri,moved from Catagonus to Parachoerus,genus change,"Parisi Dutra, R., Casali, D. D. M., Missagia, R. V., Gasparini, G. M., Perini, F. A., & Cozzuol, M. A. (2017). Phylogenetic systematics of peccaries (Tayassuidae: Artiodactyla) and a classification of South American tayassuids. Journal of Mammalian Evolution, 24, 345-358."
Cephalophus_adersi,Leucocephalophus_adersi,moved from Cephalophus to Leucocephalophus,genus change,"Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_brookei,Cephalophorus_brookei,moved from Cephalophus to Cephalophorus,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Kingdon, J. 2013. Cephalophus ogilbyi Ogilby's Duiker. In: J. Kingdon and M. Hoffmann (eds), The Mammals of Africa. Volume VI: Pigs, Hippopotamuses, Chevrotain, Giraffes, Deer, and Bovids, pp. 273-275. Bloomsbury Publishing, London.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_callipygus,Cephalophorus_callipygus,moved from Cephalophus to Cephalophorus,genus change,"Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_leucogaster,Cephalophorus_leucogaster,moved from Cephalophus to Cephalophorus,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_natalensis,Cephalophorus_natalensis,moved from Cephalophus to Cephalophorus,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Kingdon, J. and Rovero, F. 2013. Cephalophus harveyi Harvey's Duiker. In: J. Kingdon and M. Hoffmann (eds), The Mammals of Africa, pp. 261-264. Bloomsbury, London, UK.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_niger,Cephalophorus_niger,moved from Cephalophus to Cephalophorus,genus change,"Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_nigrifrons,Cephalophorus_nigrifrons,moved from Cephalophus to Cephalophorus,genus change,"Kingdon, J. (2013). Cephalophus rubidus Rwenzori Red Duiker. In: J. Kingdon and M. Hoffmann (eds), The Mammals of Africa Volume 6, Hippopotamuses, Pigs, Deer, Giraffe and Bovids, pp. 253-254. Bloomsbury, London.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_ogilbyi,Cephalophorus_ogilbyi,moved from Cephalophus to Cephalophorus,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Kingdon, J. 2013. Cephalophus ogilbyi Ogilby's Duiker. In: J. Kingdon and M. Hoffmann (eds), The Mammals of Africa. Volume VI: Pigs, Hippopotamuses, Chevrotain, Giraffes, Deer, and Bovids, pp. 273-275. Bloomsbury Publishing, London.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_rubidus,Cephalophorus_rubidus,moved from Cephalophus to Cephalophorus,genus change,"Kingdon, J. (2013). Cephalophus rubidus Rwenzori Red Duiker. In: J. Kingdon and M. Hoffmann (eds), The Mammals of Africa Volume 6, Hippopotamuses, Pigs, Deer, Giraffe and Bovids, pp. 253-254. Bloomsbury, London.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_rufilatus,Cephalophorus_rufilatus,moved from Cephalophus to Cephalophorus,genus change,"Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_weynsi,Cephalophorus_weynsi,moved from Cephalophus to Cephalophorus,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cephalophus_zebra,Cephalophula_zebra,moved from Cephalophus to Cephalophula,genus change,"Bärmann, E. V., Fonseca, V. G., Langen, K., & Kaleme, P. (2022). New insights into the taxonomy of duiker antelopes (Artiodactyla: Bovidae) from the eastern Democratic Republic of the Congo, with the formal description of a new genus. Mammalian Biology, 1-17."
Cercopithecus_dryas,Chlorocebus_dryas,moved from Cercopithecus to Chlorocebus,genus change,"Van Der Valk, T., Gonda, C. M., Silegowa, H., Almanza, S., Sifuentes-Romero, I., Hart, T. B., ... & Guschanski, K. (2020). The genome of the endangered dryas monkey provides new insights into the evolutionary history of the vervets. Molecular biology and evolution, 37(1), 183-194.|Gilbert, C. C., Gilissen, E., Arenson, J. L., Patel, B. A., Nakatsukasa, M., Hart, T. B., ... & Sargis, E. J. (2021). Morphological analysis of new Dryas Monkey specimens from the Central Congo Basin: Taxonomic considerations and an emended diagnosis. American Journal of Physical Anthropology.|Alempijevic, D., Boliabo, E. M., Coates, K. F., Hart, T. B., Hart, J. A., & Detwiler, K. M. (2021). A natural history of Chlorocebus dryas from camera traps in Lomami National Park and its buffer zone, Democratic Republic of the Congo, with notes on the species status of Cercopithecus salongo. American Journal of Primatology, 83(6), e23261."
Cervus_alfredi,Rusa_alfredi,moved from Cervus to Rusa,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Cervus_marianna,Rusa_marianna,moved from Cervus to Rusa,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Cervus_timorensis,Rusa_timorensis,moved from Cervus to Rusa,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Cervus_unicolor,Rusa_unicolor,moved from Cervus to Rusa,genus change,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Chaerephon_aloysiisabaudiae,Mops_aloysiisabaudiae,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_ansorgei,Mops_ansorgei,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_atsinanana,Mops_atsinanana,moved from Chaerephon to Mops,genus change,"Goodman, S. M., Buccas, W., Naidoo, T., Ratrimomanarivo, F., Taylor, P. J., & Lamb, J. (2010). Patterns of morphological and genetic variation in western Indian Ocean members of the Chaerephon'pumilus' complex (Chiroptera: Molossidae), with the description of a new species from Madagascar. Zootaxa, 2551(1), 1-36.|Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_bemmeleni,Mops_bemmeleni,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_bivittatus,Mops_bivittatus,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_bregullae,Mops_bregullae,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_chapini,Mops_chapini,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_gallagheri,Mops_gallagheri,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_jobensis,Mops_jobensis,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_jobimena,Mops_jobimena,moved from Chaerephon to Mops,genus change,"Goodman, S. M. (2004). A new species of Chaerephon (Molossidae) from Madagascar with notes on other members of the family. Acta Chiropterologica, 6(2), 227-248.|Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_johorensis,Mops_johorensis,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_leucogaster,Mops_leucogaster,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_major,Mops_major,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_nigeriae,Mops_nigeriae,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_plicatus,Mops_plicatus,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_pumilus,Mops_pumilus,moved from Chaerephon to Mops,genus change,"Goodman, S. M., & Ratrimomanarivo, F. H. (2007). The taxonomic status of Chaerephon pumilus from the western Seychelles: resurrection of the name C. pusillus for an endemic species. Acta Chiropterologica, 9(2), 391-399.|Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_pusillus,Mops_pusillus,moved from Chaerephon to Mops,genus change,"Goodman, S. M., & Ratrimomanarivo, F. H. (2007). The taxonomic status of Chaerephon pumilus from the western Seychelles: resurrection of the name C. pusillus for an endemic species. Acta Chiropterologica, 9(2), 391-399.|Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_russatus,Mops_russatus,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_solomonis,Mops_solomonis,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chaerephon_tomensis,Mops_tomensis,moved from Chaerephon to Mops,genus change,"Gregorin, R., & Cirranello, A. (2016). Phylogeny of Molossidae Gervais (Mammalia: Chiroptera) inferred by morphological data. Cladistics, 32(1), 2-35.|Simmons, N. B. and A. L. Cirranello (2020). https://batnames.org/explore.html. Accessed: 10 May 2020. URL: https://batnames.org/explore.html."
Chibchanomys_orcesi,Neusticomys_orcesi,moved from Chibchanomys to Neusticomys,genus change,"Salazar-Bravo, J., Tinoco, N., Zeballos, H., Brito, J., Arenas-Viveros, D., Marín-C, D., ... & Pardiñas, U. F. (2023). Systematics and diversification of the Ichthyomyini (Cricetidae, Sigmodontinae) revisited: evidence from molecular, morphological, and combined approaches. PeerJ, 11, e14319."
Cricetulus_alticola,Urocricetus_alticola,moved from Cricetulus to Urocricetus,genus change,"Lebedev, V. S., Bannikova, A. A., Neumann, K., Ushakova, M. V., Ivanova, N. V., & Surov, A. V. (2018). Molecular phylogenetics and taxonomy of dwarf hamsters Cricetulus Milne-Edwards, 1867 (Cricetidae, Rodentia): description of a new genus and reinstatement of another. Zootaxa, 4387(2), 331-349."
Cricetulus_kamensis,Urocricetus_kamensis,moved from Cricetulus to Urocricetus,genus change,"Smith, A. T. & Xie, Y. (2008). A Guide to the Mammals of China. Princeton University Press, Princeton, New Jersey.|Lebedev, V. S., Bannikova, A. A., Neumann, K., Ushakova, M. V., Ivanova, N. V., & Surov, A. V. (2018). Molecular phylogenetics and taxonomy of dwarf hamsters Cricetulus Milne-Edwards, 1867 (Cricetidae, Rodentia): description of a new genus and reinstatement of another. Zootaxa, 4387(2), 331-349."
Cricetulus_migratorius,Nothocricetulus_migratorius,moved from Cricetulus to Nothocricetulus,genus change,"Lebedev, V. S., Bannikova, A. A., Neumann, K., Ushakova, M. V., Ivanova, N. V., & Surov, A. V. (2018). Molecular phylogenetics and taxonomy of dwarf hamsters Cricetulus Milne-Edwards, 1867 (Cricetidae, Rodentia): description of a new genus and reinstatement of another. Zootaxa, 4387(2), 331-349."
Crossogale_hantu,Chimarrogale_hantu,moved from Crossogale to Chimarrogale,genus change,"Abramov, A. V., Bannikova, A. A., Lebedev, V. S., & Rozhnov, V. V. (2017). Revision of Chimarrogale (Lipotyphla: Soricidae) from Vietnam with comments on taxonomy and biogeography of Asiatic water shrews. Zootaxa, 4232(2), 216-230.|Wilson D.E. & Mittermeier R.A. 2018. Handbook of the mammals of the world. Vol. 8. Insectivores, Colugos, and Sloths. Lynx Edicions, Barcelona."
Crossogale_phaeura,Chimarrogale_phaeura,moved from Crossogale to Chimarrogale,genus change,"Abramov, A. V., Bannikova, A. A., Lebedev, V. S., & Rozhnov, V. V. (2017). Revision of Chimarrogale (Lipotyphla: Soricidae) from Vietnam with comments on taxonomy and biogeography of Asiatic water shrews. Zootaxa, 4232(2), 216-230.|Wilson D.E. & Mittermeier R.A. 2018. Handbook of the mammals of the world. Vol. 8. Insectivores, Colugos, and Sloths. Lynx Edicions, Barcelona."
Crossogale_sumatrana,Chimarrogale_sumatrana,moved from Crossogale to Chimarrogale,genus change,"Abramov, A. V., Bannikova, A. A., Lebedev, V. S., & Rozhnov, V. V. (2017). Revision of Chimarrogale (Lipotyphla: Soricidae) from Vietnam with comments on taxonomy and biogeography of Asiatic water shrews. Zootaxa, 4232(2), 216-230.|Wilson D.E. & Mittermeier R.A. 2018. Handbook of the mammals of the world. Vol. 8. Insectivores, Colugos, and Sloths. Lynx Edicions, Barcelona."
Dasypterus_ega,Lasiurus_ega,moved from Dasypterus to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Dasypterus_insularis,Lasiurus_insularis,moved from Dasypterus to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Dasypterus_intermedius,Lasiurus_intermedius,moved from Dasypterus to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Dasypterus_xanthinus,Lasiurus_xanthinus,moved from Dasypterus to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Dendromus_melanotis,Poemys_melanotis,moved from Dendromus to Poemys,genus change,"Denys, C., & Aniskine, V. (2012). On a new species of Dendromus (Rodentia, Nesomyidae) from mount Nimba, Guinea. Mammalia, 76(3), 295-308.|Voelker, G., Huntley, J. W., Bryja, J., Denys, C., Šumbera, R., Demos, T. C., ... & Peterhans, J. K. (2021). Molecular systematics and biogeographic history of the African climbing-mouse complex (Dendromus). Molecular Phylogenetics and Evolution, 161, 107166."
Dendromus_nyikae,Poemys_nyikae,moved from Dendromus to Poemys,genus change,"Voelker, G., Huntley, J. W., Bryja, J., Denys, C., Šumbera, R., Demos, T. C., ... & Peterhans, J. K. (2021). Molecular systematics and biogeographic history of the African climbing-mouse complex (Dendromus). Molecular Phylogenetics and Evolution, 161, 107166."
